line_id,molecule,transition,E(K),Aij(s-1),isNull,per01_intensity,median_intensity,mean_log_intensity,per75_intensity,per90_intensity,per95_intensity,per99_intensity,freq
h2_v5_j12__v0_j12,h2,v5_j12__v0_j12,23585.86250578,5.586e-10,False,-12.679763725038487,-10.607982624620906,-10.521656431227523,-9.539824765377634,-8.870271970433679,-8.716443454071896,-8.646980205080887,491449.63372811046
h2_v5_j12__v0_j10,h2,v5_j12__v0_j10,26848.54981642,1.414e-08,False,-11.262893515725072,-9.161728554008796,-9.08553352563466,-8.096168130021058,-7.4261511375337905,-7.278937341981253,-7.215432198489888,559433.00653843
h2_v5_j12__v1_j14,h2,v5_j12__v1_j14,14808.43273287,8.876e-09,False,-11.588155673522472,-9.579127756162244,-9.452285131614016,-8.496723385882152,-7.824728274234642,-7.656713441648392,-7.563103047492817,308557.6726682291
h2_v5_j12__v1_j12,h2,v5_j12__v1_j12,18214.89716219,1.287e-08,False,-11.37231615667852,-9.340781052033648,-9.2300294048919,-8.262899150847858,-7.592734536581802,-7.430300412314222,-7.34634835334387,379536.87453913334
h2_v5_j12__v1_j10,h2,v5_j12__v1_j10,21305.20524101,1.406e-07,False,-10.304261885056166,-8.244517981500561,-8.147982383109344,-7.172406336617391,-6.50227789808004,-6.344635828942725,-6.269172089337519,443928.4469512479
h2_v5_j12__v2_j14,h2,v5_j12__v2_j14,9956.37253438,1.19e-08,False,-11.58950689094556,-9.607241856535698,-9.455137223711912,-8.518898814408145,-7.848197355943458,-7.671986860772195,-7.563552638157927,207457.14234883574
h2_v5_j12__v2_j12,h2,v5_j12__v2_j12,13171.17199397,1.393e-07,False,-10.431548434009477,-8.427997997937581,-8.293344127908185,-7.34112624434411,-6.67311137233843,-6.501915531038696,-6.402496037609522,274442.6942461919
h2_v5_j12__v2_j10,h2,v5_j12__v2_j10,16091.73372352,5.815e-07,False,-9.750552829838131,-7.7329396671835235,-7.611486795677679,-6.652504340231959,-5.980050674732332,-5.8138262801363725,-5.723579552444836,335297.32663099206
h2_v5_j12__v3_j14,h2,v5_j12__v3_j14,5429.07818337,2.936e-08,False,-11.4411701134023,-9.468206974422433,-9.290049566941663,-8.374106629720519,-7.70559442083833,-7.523526282034744,-7.405039617865528,113123.63429764789
h2_v5_j12__v3_j12,h2,v5_j12__v3_j12,8452.60665062,5.829e-07,False,-9.965266124538704,-7.98606045505763,-7.823797565353034,-6.894953633820055,-6.224509820819588,-6.045203135291927,-5.933396091511011,176123.7453782746
h2_v5_j12__v3_j10,h2,v5_j12__v3_j10,11204.53003152,7.408e-07,False,-9.767276148841926,-7.766518479125297,-7.6205853446891005,-6.677277512936441,-6.00780631185735,-5.833896583777031,-5.728649828923444,233464.52472266776
h2_v5_j12__v4_j14,h2,v5_j12__v4_j14,1230.07173368,3.581e-09,False,-12.997876587469175,-11.026187106327852,-10.846145260813062,-9.932024635603147,-9.263102733319249,-9.0812356843658,-8.961539739680736,25630.536209061393
h2_v5_j12__v4_j12,h2,v5_j12__v4_j12,4060.47300657,3.681e-07,False,-10.46048165817453,-8.493691589235802,-8.308043722338649,-7.399211320388527,-6.730961827381426,-6.547647843230947,-6.428834227668844,84606.52949845188
h2_v5_j12__v4_j10,h2,v5_j12__v4_j10,6643.08964065,5.28e-08,False,-11.100617600367675,-9.128895506127488,-8.956738912574034,-8.03649205132405,-7.365306479299256,-7.1848867707581086,-7.068706993258007,138419.5286443471
h2_v5_j12__v5_j10,h2,v5_j12__v5_j10,2410.48904433,2.631e-07,False,-10.826391917172268,-8.866396267549778,-8.676109961579142,-7.771482690691171,-7.101612767758462,-6.918702226683311,-6.798714514240592,50226.442117658095
h2_v5_j13__v0_j15,h2,v5_j13__v0_j15,19374.99119696,8.943e-10,False,-12.045757561506797,-10.038524429044344,-9.937756067156917,-9.002965968839511,-8.350508718899993,-8.181647109121576,-8.0842567451362,403709.31208888016
h2_v5_j13__v0_j13,h2,v5_j13__v0_j13,23115.850688,5.875e-10,False,-12.188560660759522,-10.15895569587884,-10.072269082680268,-9.128839786853373,-8.473466324612465,-8.311501021974184,-8.225266467756413,481656.1764975657
h2_v5_j13__v0_j11,h2,v5_j13__v0_j11,26557.01390073,1.468e-08,False,-10.775373621262764,-8.719905758207206,-8.638946125190074,-7.687108150106779,-7.034440510205898,-6.876298955800428,-6.794856047176112,553358.3837024269
h2_v5_j13__v1_j15,h2,v5_j13__v1_j15,14302.18811209,8.875e-09,False,-11.128422253197463,-9.152577528940489,-9.02939562079648,-8.112256842513043,-7.458902967947235,-7.281697070025748,-7.169829645462084,298009.24632180284
h2_v5_j13__v1_j13,h2,v5_j13__v1_j13,17839.33639053,1.319e-08,False,-10.891663923533171,-8.89817350459328,-8.792180065067935,-7.862666205326695,-7.209800342749225,-7.03757871361864,-6.936245102899005,371711.45778239093
h2_v5_j13__v1_j11,h2,v5_j13__v1_j11,21096.98580955,1.396e-07,False,-9.836251250586423,-7.814666664413616,-7.720502892976143,-6.781139100944026,-6.12713232799578,-5.961508726284846,-5.871711036017916,439589.85796383995
h2_v5_j13__v2_j15,h2,v5_j13__v2_j15,9553.46378247,1.289e-08,False,-11.101164355107644,-9.154486470872609,-9.001066977602814,-8.104652353915139,-7.450051498697609,-7.262422935286067,-7.142202452523952,199061.8861438318
h2_v5_j13__v2_j13,h2,v5_j13__v2_j13,12888.85318222,1.393e-07,False,-9.967658525899882,-7.998914328643677,-7.866309473553291,-6.953278868929279,-6.302347844067719,-6.121486139751681,-6.006411464024771,268560.12469440675
h2_v5_j13__v2_j11,h2,v5_j13__v2_j11,15965.49370944,5.36e-07,False,-9.312789447635302,-7.329453835533165,-7.215455602342401,-6.294027089391939,-5.6383205702120325,-5.465177400446846,-5.358319635614339,332666.9115394836
h2_v5_j13__v3_j15,h2,v5_j13__v3_j15,5129.72918407,2.132e-08,False,-11.128477527949988,-9.195851001823856,-9.017012748747272,-8.142859170854532,-7.490528892108871,-7.297244877252635,-7.168135442735145,106886.21321428452
h2_v5_j13__v3_j13,h2,v5_j13__v3_j13,8263.21481023,5.567e-07,False,-9.520884060609,-7.578498342808936,-7.417767558666039,-6.52760415346944,-5.8740005715022185,-5.683374495453205,-5.561461259021707,172177.45973500205
h2_v5_j13__v3_j11,h2,v5_j13__v3_j11,11159.65326135,5.593e-07,False,-9.416670603840082,-7.453319066016794,-7.309969611823061,-6.404738412285975,-5.751864240272586,-5.568011922603706,-5.449767450942844,232529.44455515034
h2_v5_j13__v4_j15,h2,v5_j13__v4_j15,1035.85057539,1.613e-09,False,-12.933093273658322,-11.008987525742253,-10.823750988465523,-9.955202414710032,-9.304860420187929,-9.111248781753153,-8.978991182972116,21583.623908081143
h2_v5_j13__v4_j13,h2,v5_j13__v4_j13,3964.7518039,3.805e-07,False,-9.978199657017408,-8.054058071472967,-7.868735650776127,-6.999843753753835,-6.348729996468849,-6.155834995636242,-6.024347077955153,82612.02325639024
h2_v5_j13__v4_j11,h2,v5_j13__v4_j11,6679.79527608,1.522e-07,False,-10.164956135843736,-8.23075036656829,-8.060597110586123,-7.177338134096551,-6.525150285829667,-6.334189595163573,-6.20692184776739,139184.34998948174
h2_v5_j13__v5_j11,h2,v5_j13__v5_j11,2530.00222258,3.362e-07,False,-10.223348694493987,-8.302353141236747,-8.114304080636341,-7.2490868457772,-6.597339554960296,-6.404351252373844,-6.272188276382007,52716.69269307169
h2_v5_j14__v0_j16,h2,v5_j14__v0_j16,18754.98570558,8.482e-10,False,-12.56365551391721,-10.52526768635537,-10.401071184071206,-9.464247828480657,-8.676088793683856,-8.473276329393345,-8.385334372731624,390790.4938106236
h2_v5_j14__v0_j14,h2,v5_j14__v0_j14,22618.06942185,6.169e-10,False,-12.656132973257666,-10.596342636178337,-10.487589091482718,-9.544042085066096,-8.753443333748551,-8.553790967258456,-8.475993984560578,471284.0978480704
h2_v5_j14__v0_j12,h2,v5_j14__v0_j12,26218.48011532,1.487e-08,False,-11.254840228592007,-9.167622106303815,-9.06739261536417,-8.115039347827988,-7.325561610828911,-7.133543350047408,-7.062576007025484,546304.4841554605
h2_v5_j14__v1_j16,h2,v5_j14__v1_j16,13790.82309878,8.702e-09,False,-11.629887436559356,-9.629211274296564,-9.481018862002609,-8.553676776102922,-7.768263398485613,-7.562563342536664,-7.457256554741831,287354.128306467
h2_v5_j14__v1_j14,h2,v5_j14__v1_j14,17441.0503424,1.353e-08,False,-11.3780463435674,-9.348346056883418,-9.21918388206596,-8.284091004422198,-7.496113313459951,-7.292978933185613,-7.201057674570639,363412.5230953709
h2_v5_j14__v1_j12,h2,v5_j14__v1_j12,20847.51477173,1.351e-07,False,-10.329442660186375,-8.283800064156281,-8.169203727068693,-7.230706486400136,-6.4386028376437245,-6.237680820087092,-6.155551470855366,434391.7249664835
h2_v5_j14__v2_j16,h2,v5_j14__v2_j16,9150.11215057,1.319e-08,False,-11.58771905672276,-9.61429148557346,-9.438437037081034,-8.534084155833384,-7.742815844713766,-7.532104145705367,-7.412420168637098,190657.40181715885
h2_v5_j14__v2_j14,h2,v5_j14__v2_j14,12588.99014392,1.391e-07,False,-10.456505689482606,-8.459952679470398,-8.30627443806182,-7.385414489288899,-6.596189807729912,-6.3904663128734525,-6.280594462608944,262311.99277618586
h2_v5_j14__v2_j12,h2,v5_j14__v2_j12,15803.78960207,4.784e-07,False,-9.83811763919469,-7.835829977574069,-7.699183711409228,-6.76544819053385,-5.978117575409808,-5.776892368954152,-5.678463703365088,329297.54464353726
h2_v5_j14__v3_j16,h2,v5_j14__v3_j16,4834.99375377,1.568e-08,False,-11.766415529323783,-9.807746914800065,-9.605835804312084,-8.722355842865781,-7.931362459948025,-7.718466496830088,-7.590046274012453,100744.92331097336
h2_v5_j14__v3_j14,h2,v5_j14__v3_j14,8061.69579146,5.285e-07,False,-10.02929896855603,-8.064443659255568,-7.881390647009837,-6.983672077830383,-6.189011496890076,-5.978903037034507,-5.857031019568959,167978.4846947849
h2_v5_j14__v3_j12,h2,v5_j14__v3_j12,11085.22426015,3.873e-07,False,-10.051901985424012,-8.065549417320995,-7.903273222585413,-6.98942687685609,-6.197709231763366,-5.991293589848803,-5.87646210428731,230978.59580541626
h2_v5_j14__v4_j16,h2,v5_j14__v4_j16,851.85696685,6.428e-10,False,-13.905526554382488,-11.94658118862463,-11.74116515002881,-10.86219676886423,-10.070446795464685,-9.85714633472178,-9.728716155728476,17749.819165806537
h2_v5_j14__v4_j14,h2,v5_j14__v4_j14,3862.68934177,3.947e-07,False,-10.462190815681463,-8.501723135474514,-8.2961903005904,-7.417893716417137,-6.627061791397156,-6.413580168547668,-6.283014082182447,80485.38660619839
h2_v5_j14__v4_j12,h2,v5_j14__v4_j12,6693.0906161,3.05e-07,False,-10.340241852322212,-8.382026730132646,-8.189959958457969,-7.299208548024566,-6.5053502535984205,-6.293903185367735,-6.169419672246573,139461.37992559362
h2_v5_j14__v5_j12,h2,v5_j14__v5_j12,2632.61760954,4.106e-07,False,-10.609348647869206,-8.649938499807753,-8.442331426524383,-7.567124137887955,-6.774695364210757,-6.562894223573931,-6.431093145658179,54854.850427350095
h2_v5_j15__v0_j17,h2,v5_j15__v0_j17,18125.65662926,7.983e-10,False,-12.166957570528592,-10.14610044865654,-10.0233867806122,-9.111948496651603,-8.33164134478701,-8.120495115112371,-8.0161855259318,377677.40354410815
h2_v5_j15__v0_j15,h2,v5_j15__v0_j15,22093.41986367,6.466e-10,False,-12.207728322606364,-10.168723677464351,-10.060254397845082,-9.13940942480533,-8.35996912456317,-8.151889070518438,-8.057031638363883,460352.1748310516
h2_v5_j15__v0_j13,h2,v5_j15__v0_j13,25834.2793547,1.473e-08,False,-10.83237856575424,-8.763981243594465,-8.662291267571321,-7.733157751021789,-6.955544332605403,-6.754081841273402,-6.663374093002811,538299.0392395288
h2_v5_j15__v1_j17,h2,v5_j15__v1_j17,13274.29568066,8.401e-09,False,-11.22577101011989,-9.238627268516272,-9.094130788424067,-8.192132399875634,-7.419580689232125,-7.200085754821372,-7.081013278764786,276591.4432283448
h2_v5_j15__v1_j15,h2,v5_j15__v1_j15,17020.61678023,1.385e-08,False,-10.935909939161911,-8.928067401181178,-8.802335700156068,-7.8941592151325315,-7.114653988694306,-6.901247476562237,-6.794401529293076,354652.1090937707
h2_v5_j15__v1_j13,h2,v5_j15__v1_j13,20557.76505724,1.275e-07,False,-9.927629248346204,-7.898285716470904,-7.784698532645353,-6.866038185152223,-6.087881515768127,-5.877328550131652,-5.780409687615361,428354.32052456244
h2_v5_j15__v2_j17,h2,v5_j15__v2_j17,8746.08005491,1.288e-08,False,-11.178867433258828,-9.221628892664356,-9.050118121938516,-8.169124710456837,-7.393087585849427,-7.172715006145129,-7.038382231740386,182238.7389262916
h2_v5_j15__v2_j15,h2,v5_j15__v2_j15,12271.89244918,1.387e-07,False,-10.033326723593165,-8.051109732814341,-7.901469007232855,-7.003844429256281,-6.231617684860929,-6.011010128760587,-5.887612786382618,255704.74888600328
h2_v5_j15__v2_j13,h2,v5_j15__v2_j13,15607.28184893,4.123e-07,False,-9.472885026391005,-7.486576084727197,-7.353906673876246,-6.44745751230271,-5.67100475494289,-5.45486037703354,-5.342818599156768,325202.9874365782
h2_v5_j15__v3_j17,h2,v5_j15__v3_j17,4544.5261558,1.169e-08,False,-11.490842588961783,-9.542152059701872,-9.344175611093071,-8.483120013102447,-7.707310694182247,-7.482164087521479,-7.340961167975758,94692.56060440464
h2_v5_j15__v3_j15,h2,v5_j15__v3_j15,7848.15785078,4.987e-07,False,-9.631720470771803,-7.678454669051146,-7.502077676435167,-6.625169447491392,-5.850399120112093,-5.627354885223119,-5.491879114153333,163529.075956456
h2_v5_j15__v3_j13,h2,v5_j15__v3_j13,10981.64347693,2.362e-07,False,-9.83690521552262,-7.866138983465801,-7.707806800536452,-6.816852333659338,-6.043711921206305,-5.823067701760484,-5.694057971756809,228820.32247696517
h2_v5_j15__v4_j17,h2,v5_j15__v4_j17,677.75871175,2.162e-10,False,-14.045348891701506,-12.101261729118985,-11.897000222624904,-11.04106689766382,-10.26433091825637,-10.04027717381995,-9.898151488141709,14122.20013425191
h2_v5_j15__v4_j15,h2,v5_j15__v4_j15,3754.2792421,4.102e-07,False,-10.02500375186852,-8.079713996979102,-7.87653139615814,-7.01977802238774,-6.243638144386155,-6.018596388532284,-5.877215216392314,78226.48665025261
h2_v5_j15__v4_j13,h2,v5_j15__v4_j13,6683.18047061,5.08e-07,False,-9.689938391579584,-7.738653043364602,-7.554416867556571,-6.683263280128103,-5.90765696861597,-5.684103019825828,-5.54619588069806,139254.88599856172
h2_v5_j15__v5_j13,h2,v5_j15__v5_j13,2718.42866671,4.814e-07,False,-10.094183091684403,-8.148797836859925,-7.944543022186373,-7.090236000183343,-6.313564379581139,-6.08841287088011,-5.946884364699692,56642.86274217147
h2_v5_j16__v0_j18,h2,v5_j16__v0_j18,17486.91048635,7.479e-10,False,-12.717814584202308,-10.678222896466504,-10.55597884025732,-9.644133626606346,-8.792650222905324,-8.541604095886024,-8.434315163131474,364368.09344779793
h2_v5_j16__v0_j16,h2,v5_j16__v0_j16,21542.55962799,6.77e-10,False,-12.721687112785617,-10.649163232913192,-10.540525199855342,-9.62227173544005,-8.770110495152558,-8.520263238696499,-8.425140789586834,448874.109910001
h2_v5_j16__v0_j14,h2,v5_j16__v0_j14,25405.6433457,1.427e-08,False,-11.377224598568423,-9.274236992454048,-9.17306456871741,-8.249981008010339,-7.393388524208645,-7.1492477462243285,-7.062480527456753,529367.7139774526
h2_v5_j16__v1_j18,h2,v5_j16__v1_j18,12752.28762761,8.003e-09,False,-11.76423733268777,-9.767333758747624,-9.6225061689236,-8.728420761397881,-7.874697292050912,-7.617828035418602,-7.496726267886961,265714.56024763215
h2_v5_j16__v1_j16,h2,v5_j16__v1_j16,16578.39702263,1.419e-08,False,-11.458104243331183,-9.41951582942123,-9.293394362011774,-8.385063746891928,-7.532045289152767,-7.280159253764185,-7.171327480428676,345437.7444358492
h2_v5_j16__v1_j14,h2,v5_j16__v1_j14,20228.62426481,1.174e-07,False,-10.485239804216024,-8.431834274638359,-8.318872897753593,-7.4002163393811236,-6.55084343274435,-6.3002881403223405,-6.2021696230968,421496.13919474825
h2_v5_j16__v2_j18,h2,v5_j16__v2_j18,8340.90055915,1.206e-08,False,-11.74478725399038,-9.760748176075117,-9.59057294330847,-8.714088987713948,-7.857636162894672,-7.59910114293727,-7.466358726017535,173796.1680965586
h2_v5_j16__v2_j16,h2,v5_j16__v2_j16,11937.68607298,1.379e-07,False,-10.549838498219083,-8.556338281923018,-8.407628619537293,-7.51718156992779,-6.661289085611785,-6.403556821326354,-6.281511847920214,248741.01791653634
h2_v5_j16__v2_j14,h2,v5_j16__v2_j14,15376.56406632,3.414e-07,False,-10.098425188630891,-8.064747716180477,-7.934150855773235,-7.029129904663623,-6.175709920052986,-5.923254180478001,-5.811076618447514,320395.608875355
h2_v5_j16__v3_j18,h2,v5_j16__v3_j18,4257.81262741,8.849e-09,False,-12.148544092407812,-10.179897648339448,-9.98602357734972,-9.12696309950026,-8.276078165206956,-8.0154432257646,-7.871556057012906,88718.42001583683
h2_v5_j16__v3_j16,h2,v5_j16__v3_j16,7622.56767617,4.673e-07,False,-10.19290303329053,-8.210115607700278,-8.035590799565089,-7.161174156726755,-6.30667673590424,-6.0479194849307465,-5.913948659373366,158828.53941014246
h2_v5_j16__v3_j14,h2,v5_j16__v3_j14,10849.26971531,1.162e-07,False,-10.658471530457,-8.668575192658498,-8.51399315108464,-7.626528661493646,-6.771977247646651,-6.513712837943286,-6.387631539344334,226062.10082416708
h2_v5_j16__v4_j18,h2,v5_j16__v4_j18,513.14300773,5.652e-11,False,-15.259242028839289,-13.29268486153408,-13.09162369204148,-12.238176238497111,-11.387688742829786,-11.127473358015786,-10.981677001475251,10692.165407868748
h2_v5_j16__v4_j16,h2,v5_j16__v4_j16,3639.4308907,4.266e-07,False,-10.533229999343968,-8.565013781629185,-8.367547902061624,-7.511955648144919,-6.660667905149243,-6.399457166981208,-6.255726898851145,75833.43529518874
h2_v5_j16__v4_j14,h2,v5_j16__v4_j14,6650.26326562,7.538e-07,False,-10.033944701060111,-8.060161936588976,-7.879304960110178,-7.009228132947823,-6.15540352138008,-5.897678911498283,-5.758596159133808,138569.00273558058
h2_v5_j16__v5_j14,h2,v5_j16__v5_j14,2787.57392385,5.435e-07,False,-10.544026190178576,-8.57541645874267,-8.376038931725045,-7.521921123532918,-6.670494865630707,-6.410233125162191,-6.26502643922434,58083.6161293822
h2_v5_j17__v0_j19,h2,v5_j17__v0_j19,16838.31084402,6.982e-10,False,-12.373387406466422,-10.337865506998538,-10.215639333333652,-9.317796274743287,-8.47558335180187,-8.219041583792187,-8.093053678088825,350853.4697370413
h2_v5_j17__v0_j17,h2,v5_j17__v0_j17,20965.84449269,7.084e-10,False,-12.3148905502552,-10.257624836004076,-10.147587884855689,-9.23993887990738,-8.398034648789812,-8.14174282270747,-8.030721648981464,436857.31629309664
h2_v5_j17__v0_j15,h2,v5_j17__v0_j15,24933.60772709,1.355e-08,False,-11.013891381685564,-8.920334560140134,-8.820146807338384,-7.908523486029524,-7.060663369956138,-6.8108154132196495,-6.70725500686394,519532.08757983166
h2_v5_j17__v1_j19,h2,v5_j17__v1_j19,12224.18175328,7.535e-09,False,-11.41588396400124,-9.42607239473212,-9.281251626957244,-8.398289640689772,-7.555191159552845,-7.294122202753553,-7.156788555858603,254710.6192874261
h2_v5_j17__v1_j17,h2,v5_j17__v1_j17,16114.48354408,1.454e-08,False,-11.07167403027474,-9.035733513924946,-8.910200103974688,-8.013683155407943,-7.171873194270789,-6.914138436943596,-6.787430640424079,335771.3559771248
h2_v5_j17__v1_j15,h2,v5_j17__v1_j15,19860.80464366,1.052e-07,False,-10.14908217908168,-8.103309500142137,-7.990587297673132,-7.084888677555087,-6.24311242261714,-5.9864476519709084,-5.872853368122633,413832.0218427591
h2_v5_j17__v2_j19,h2,v5_j17__v2_j19,7933.86228307,1.086e-08,False,-11.425079229173186,-9.442391928568735,-9.273817239976225,-8.411078594976516,-7.563825577183767,-7.297376339435987,-7.152687424023964,165314.86656926377
h2_v5_j17__v2_j17,h2,v5_j17__v2_j17,11586.26791834,1.368e-07,False,-10.176323684156996,-8.188220682759997,-8.039700820908505,-7.159200031367149,-6.317021423049787,-6.054159562622668,-5.915258032424701,241418.65167528
h2_v5_j17__v2_j15,h2,v5_j17__v2_j15,15112.0803126,2.693e-07,False,-9.815166845398606,-7.791601054215635,-7.661852577579569,-6.768675599993452,-5.926018551512285,-5.668173151719628,-5.538944767209183,314884.6616347833
h2_v5_j17__v3_j19,h2,v5_j17__v3_j19,3974.16837267,6.789e-09,False,-11.90696233695201,-9.940522978765715,-9.748493604318448,-8.90214205356802,-8.059282389195454,-7.791634187316081,-7.638358368303673,82808.23271329935
h2_v5_j17__v3_j17,h2,v5_j17__v3_j17,7384.71401923,4.347e-07,False,-9.850266139449763,-7.869330267676677,-7.698118902703301,-6.837928811077378,-5.990930282453342,-5.723618898819747,-5.578229759717519,153872.47335339308
h2_v5_j17__v3_j15,h2,v5_j17__v3_j15,10688.34571421,3.57e-08,False,-10.791948641875871,-8.80313203409227,-8.65022226763137,-7.77408438849867,-6.929867675322047,-6.666296225447657,-6.5258962328558106,222708.9887054444
h2_v5_j17__v4_j19,h2,v5_j17__v4_j19,357.53493613,9.712e-12,False,-15.79835957196063,-13.829772279082125,-13.630037652602454,-12.790695450201202,-11.946156859270053,-11.679724745193829,-11.524292651357555,7449.819287424062
h2_v5_j17__v4_j17,h2,v5_j17__v4_j17,3517.94657518,4.43e-07,False,-10.146576500332982,-8.178898242035478,-7.983913529477599,-7.140473196008745,-6.297255235602079,-6.029554308049102,-5.8751964571379744,73302.11288324033
h2_v5_j17__v4_j15,h2,v5_j17__v4_j15,6594.46710552,1.031e-06,False,-9.516139909572251,-7.54178339354087,-7.365691949656209,-6.507835992979533,-5.663325460851502,-5.394597689431497,-5.247585367902451,137406.39939903267
h2_v5_j17__v5_j15,h2,v5_j17__v5_j15,2840.18786343,5.922e-07,False,-10.111652606605311,-8.144646001958309,-7.949182709357949,-7.106104332966391,-6.26336865980978,-5.995108923294108,-5.842132301563341,59179.91274898843
h2_v5_j18__v0_j20,h2,v5_j18__v0_j20,16179.0339982,6.509e-10,False,-12.993202205533429,-10.906801209308307,-10.821667952802128,-9.905633958894937,-9.069413036839226,-8.803468548934081,-8.677148372044728,337116.36920386116
h2_v5_j18__v0_j18,h2,v5_j18__v0_j18,20363.25824707,7.406e-10,False,-12.894524211421936,-10.76878311394806,-10.699068647857896,-9.769618412756184,-8.938561207383424,-8.674859800762626,-8.561976290124864,424301.45620415674
h2_v5_j18__v0_j16,h2,v5_j18__v0_j16,24418.90739015,1.259e-08,False,-11.621493159414191,-9.48082788645027,-9.419730966875507,-8.483738978287734,-7.652790323227879,-7.392762895619813,-7.288556870329218,508807.4726963647
h2_v5_j18__v1_j20,h2,v5_j18__v1_j20,11689.0232134,7.016e-09,False,-12.045408463439756,-9.995664435791854,-9.891162709520952,-8.987570309633098,-8.151717743987554,-7.879198979173843,-7.741507691360011,243559.7246213504
h2_v5_j18__v1_j18,h2,v5_j18__v1_j18,15628.63538833,1.491e-08,False,-11.635756127116474,-9.557645086824468,-9.472000207700564,-8.557989093508931,-7.721155028179873,-7.455725855028023,-7.325790415345327,325647.92300399096
h2_v5_j18__v1_j16,h2,v5_j18__v1_j16,19454.74478334,9.162e-08,False,-10.812456883909816,-8.691220820118605,-8.619602583436222,-7.692434134165476,-6.859600852911493,-6.597664806778417,-6.480712723323667,405371.10719199973
h2_v5_j18__v2_j20,h2,v5_j18__v2_j20,7523.97945159,9.399e-09,False,-12.08006373021082,-10.049965345327196,-9.920528158373974,-9.03161508285116,-8.19861608271346,-7.924614964268026,-7.774370783832387,156774.2941245239
h2_v5_j18__v2_j18,h2,v5_j18__v2_j18,11217.24831986,1.352e-07,False,-10.77709881345633,-8.728083797828212,-8.619911426758943,-7.717647522975845,-6.882618079915019,-6.607450386107905,-6.47044892073264,233729.53085270902
h2_v5_j18__v2_j16,h2,v5_j18__v2_j16,14814.03383514,1.995e-07,False,-10.517501797057712,-8.450020838002448,-8.36145369299749,-7.449551502303485,-6.612870406391611,-6.347565417907845,-6.214395214851313,308674.3807028999
h2_v5_j18__v3_j20,h2,v5_j18__v3_j20,3692.722769,5.261e-09,False,-12.615423562857586,-10.605666735715143,-10.454176077086656,-9.58768887199582,-8.750790240106408,-8.477102398354578,-8.318133194618232,76943.85786569255
h2_v5_j18__v3_j18,h2,v5_j18__v3_j18,7134.16038957,4.012e-07,False,-10.470744867901098,-8.442987118981902,-8.310545350250019,-7.423945150561908,-6.591551249361642,-6.317173449499408,-6.165528377182858,148651.78280220038
h2_v5_j18__v3_j16,h2,v5_j18__v3_j16,10498.91543689,1.023e-09,False,-12.92076560413359,-10.875739448554963,-10.763463530182122,-9.863971305664045,-9.028763589129651,-8.754573061083855,-8.61396779803216,218761.90216650127
h2_v5_j18__v4_j20,h2,v5_j18__v4_j20,210.4120267,7.146e-13,False,-17.72195647967492,-15.715968061278188,-15.557757868289691,-14.700168954530278,-13.859764842015563,-13.585883742209097,-13.426211174612042,4384.275259315333
h2_v5_j18__v4_j18,h2,v5_j18__v4_j18,3389.49076845,4.585e-07,False,-10.712673679621322,-8.701757139890692,-8.549410965396117,-7.68439330297903,-6.84779028573469,-6.573142309499568,-6.415497684185,70625.52816422755
h2_v5_j18__v4_j16,h2,v5_j18__v4_j16,6515.77865142,1.325e-06,False,-9.987682322063822,-7.961609503035652,-7.825808105614108,-6.942907672945247,-6.110613826683383,-5.835111716344341,-5.680603110321698,135766.79805154755
h2_v5_j18__v5_j16,h2,v5_j18__v5_j16,2876.34776072,6.232e-07,False,-10.64970475769712,-8.639138974439332,-8.486737286479286,-7.622205298631609,-6.785349868260246,-6.510198168560295,-6.351884600156756,59933.36275635881
h2_v5_j19__v0_j21,h2,v5_j19__v0_j21,15507.80070503,6.067e-10,False,-12.672149081648907,-10.610666007638097,-10.51744640253876,-9.61252113759284,-8.783009759425674,-8.52136950592197,-8.381324968022144,323130.13673118094
h2_v5_j19__v0_j19,h2,v5_j19__v0_j19,19734.32256256,7.752e-10,False,-12.531288722871954,-10.416885416712637,-10.340662977244524,-9.42095192633396,-8.596536452301036,-8.338072083921052,-8.210903768415058,411196.5628929525
h2_v5_j19__v0_j17,h2,v5_j19__v0_j17,23861.85620979,1.145e-08,False,-11.320136777916831,-9.187589658644452,-9.119449054614508,-8.191414273350967,-7.369491598867049,-7.110047855072724,-6.9952768034427,497200.4094190032
h2_v5_j19__v1_j21,h2,v5_j19__v1_j21,11145.45744844,6.462e-09,False,-11.753302316925362,-9.710065040592506,-9.59482797534331,-8.70122040644419,-7.874572455813604,-7.602878414547941,-7.456466995658755,232233.65180839866
h2_v5_j19__v1_j19,h2,v5_j19__v1_j19,15120.19347038,1.53e-08,False,-11.279932491638972,-9.21624068786936,-9.122823508637282,-8.218892426067466,-7.38915777466494,-7.1271554659463305,-6.986096176695351,315053.71241333266
h2_v5_j19__v1_j17,h2,v5_j19__v1_j17,19010.49526118,7.718e-08,False,-10.53694209824841,-8.43239330197393,-8.353375900650096,-7.435967688586442,-6.610494034291992,-6.351348496083535,-6.222366895861891,396114.4491030315
h2_v5_j19__v2_j21,h2,v5_j19__v2_j21,7109.94047714,7.793e-09,False,-11.82306587206893,-9.81341256072048,-9.675632666901157,-8.796544300007174,-7.973076079240965,-7.700958639232904,-7.541134157889274,148147.12171169612
